euid,leid,member_rating,optin_time,confirm_time,country_code,region,last_changed,notes,date_added
02f68bfc53,215303231,2,2019-08-15,2019-08-15,us,va,2020-01-09,NA,2020-03-02
02f7789ca2,65864323,2,2019-01-08,2019-01-08,ca,qc,2019-10-21,NA,2020-03-02
02f9326bcd,79908135,2,2019-06-11,2019-06-11,NA,NA,2019-10-21,NA,2020-03-02
02faaeb4f4,215302935,2,2019-08-15,2019-08-15,in,ka,2020-01-09,NA,2020-03-02
02fe52fa36,70778635,2,2018-07-26,2019-05-06,us,ca,2020-01-09,NA,2020-03-02
02ff3aea7e,63054683,2,2018-11-19,2018-11-19,in,ka,2019-10-21,NA,2020-03-02
0306211e23,311379027,2,2020-01-04,2020-01-04,NA,NA,2020-01-04,NA,2020-03-02
03092d6ef1,70784127,2,2019-02-12,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
030aa98dec,312025640,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
031169e5b1,70775003,2,2019-03-30,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
0316c1a44f,316634604,2,2020-02-23,2020-02-23,NA,NA,2020-02-23,NA,2020-03-02
031c5d9599,177247023,2,2019-08-07,2019-08-07,us,sc,2019-10-21,NA,2020-03-02
031cdf5732,312014736,2,2020-02-16,2020-02-16,NA,NA,2020-02-16,NA,2020-03-02
031d6b768b,309479099,2,2019-11-07,2019-11-07,in,tg,2020-01-09,NA,2020-03-02
032341fb74,63056915,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
03238e73ce,70778739,2,2018-07-26,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
0325333674,69605443,2,2019-04-03,2019-04-03,us,ny,2019-10-21,NA,2020-03-02
03278099b4,63056179,2,2018-11-19,2018-11-19,us,va,2020-01-09,NA,2020-03-02
0329ac93b4,63058779,2,2018-11-19,2018-11-19,de,nw,2020-01-09,NA,2020-03-02
032d5e804a,161913947,2,2019-08-03,2019-08-03,NA,NA,2019-10-21,NA,2020-03-02
032db560dd,70772835,2,2018-11-06,2019-05-06,us,wi,2020-01-09,NA,2020-03-02
032ea99521,308039395,2,2019-09-11,2019-09-11,NA,NA,2020-01-09,NA,2020-03-02
0331ecee0b,316693088,2,2020-02-28,2020-02-28,NA,NA,2020-02-28,NA,2020-03-02
033234f5af,115409947,3,2019-07-17,2019-07-17,us,ca,2020-01-09,NA,2020-03-02
03341caabd,63059915,2,2018-11-19,2018-11-19,us,ca,2020-01-09,NA,2020-03-02
03350317cc,63055127,3,2018-11-19,2018-11-19,gr,i,2019-10-21,NA,2020-03-02
033fde5396,63056835,2,2018-11-19,2018-11-19,au,qld,2019-10-21,NA,2020-03-02
03400ec828,309832095,4,2019-11-24,2019-11-24,ca,nl,2019-11-24,NA,2020-03-02
0340dd430b,63057779,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
0342e37fcd,311411191,2,2020-01-08,2020-01-08,bh,13,2020-01-22,NA,2020-03-02
0345bebaec,63054863,2,2018-11-19,2018-11-19,ie,d,2020-01-09,NA,2020-03-02
0349ad94b1,70784391,3,2019-02-10,2019-05-06,kr,41,2020-01-09,NA,2020-03-02
0349bd2317,115808711,4,2019-07-17,2019-07-17,us,va,2020-01-09,NA,2020-03-02
034cf0eaff,308692259,2,2019-10-08,2019-10-08,pl,14,2020-01-09,NA,2020-03-02
034e9c8e42,309504619,2,2019-11-08,2019-11-08,in,mh,2020-02-20,NA,2020-03-02
03507cfcb9,70778859,2,2019-03-08,2019-05-06,us,ca,2020-01-09,NA,2020-03-02
03539721a9,115808887,2,2019-07-17,2019-07-17,ph,btg,2020-01-09,NA,2020-03-02
03579ac187,73193535,2,2019-06-06,2019-06-06,dk,83,2020-01-09,NA,2020-03-02
035a5c9122,71513467,2,2019-05-22,2019-05-22,us,tx,2020-01-22,NA,2020-03-02
035aeed372,316675748,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
035d465ff4,307685795,2,2019-08-30,2019-08-30,MA,06,2019-10-21,NA,2020-03-02
035ed3b08b,62995551,2,2018-11-19,2018-11-19,NA,NA,2020-02-27,NA,2020-03-02
0363c5acfe,67178715,2,2019-02-05,2019-02-05,us,pa,2020-01-22,NA,2020-03-02
036a9223d9,70782643,2,2018-11-19,2019-05-06,uk,twh,2020-01-09,NA,2020-03-02
036c062cfb,63056635,2,2018-11-19,2018-11-19,sg,01,2019-10-21,NA,2020-03-02
036ce7e9fc,310823703,2,2019-12-10,2019-12-10,il,ha,2019-12-10,NA,2020-03-02
036e605dee,62995567,2,2018-11-19,2018-11-19,de,nw,2019-10-21,NA,2020-03-02
036f5676c0,309617215,2,2019-11-13,2019-11-13,NA,NA,2020-02-26,NA,2020-03-02
03703bce15,95974631,1,2019-07-02,2019-07-02,us,ca,2020-02-27,NA,2020-03-02
037994603a,63056463,2,2018-11-19,2018-11-19,us,mn,2019-10-21,NA,2020-03-02
037f44ddd5,69607151,2,2019-04-04,2019-04-04,NA,NA,2019-10-21,NA,2020-03-02
03836f30e3,70783723,2,2018-09-23,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
0386895e9f,311910151,2,2020-02-09,2020-02-09,NA,NA,2020-02-09,NA,2020-03-02
0387635e63,62998483,2,2018-11-19,2018-11-19,ca,qc,2020-02-26,NA,2020-03-02
03899c4360,311392819,2,2020-01-07,2020-01-07,us,il,2020-01-09,NA,2020-03-02
038b3494b1,65894883,2,2019-01-09,2019-01-09,in,hr,2019-10-21,NA,2020-03-02
038f143502,311077447,2,2019-12-18,2019-12-18,NA,NA,2019-12-18,NA,2020-03-02
038f82813a,62996347,2,2018-11-19,2018-11-19,cz,10,2019-10-21,NA,2020-03-02
0390848ca9,70773943,2,2019-04-03,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
0396832f98,66109631,2,2019-01-11,2019-01-11,au,vic,2020-01-27,NA,2020-03-02
0397798e8c,309479503,2,2019-11-07,2019-11-07,in,tg,2020-01-09,NA,2020-03-02
03977ce648,311320831,2,2020-01-03,2020-01-03,NA,NA,2020-01-03,NA,2020-03-02
0397be87bf,311416959,2,2020-01-09,2020-01-09,us,fl,2020-01-09,NA,2020-03-02
0399da1529,64173743,3,2018-12-04,2018-12-10,us,ca,2019-10-21,NA,2020-03-02
039ee54db5,68180071,2,2019-02-28,2019-02-28,at,4,2019-10-21,NA,2020-03-02
03a103c77a,311933107,2,2020-02-11,2020-02-11,us,mn,2020-02-11,NA,2020-03-02
03a41e9751,95973443,2,2019-07-02,2019-07-02,NA,NA,2020-01-09,NA,2020-03-02
03a9abcbd2,70783843,2,2018-11-18,2019-05-06,sg,01,2020-01-09,NA,2020-03-02
03a9c6a1a1,64262911,2,2018-12-29,2018-12-29,mg,t,2019-10-21,NA,2020-03-02
03ada18a5a,311668299,2,2020-01-24,2020-01-24,NA,NA,2020-01-24,NA,2020-03-02
03ae6db46c,63000267,2,2018-11-19,2018-11-19,mx,nle,2019-10-21,NA,2020-03-02
03aff693d1,68237127,2,2019-03-03,2019-03-03,uk,oxf,2019-10-21,NA,2020-03-02
03b25c986f,92304399,1,2019-06-13,2019-06-13,NA,NA,2020-02-28,NA,2020-03-02
03b49b7d11,62997207,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
03b5e5e7a5,311990831,2,2020-02-14,2020-02-14,NA,NA,2020-02-14,NA,2020-03-02
03b826be0c,63058319,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
03b887272c,312048864,2,2020-02-20,2020-02-20,NA,NA,2020-02-20,NA,2020-03-02
03b9b9d592,308366083,2,2019-09-27,2019-09-27,us,ca,2020-01-09,NA,2020-03-02
03bcac9e94,308295003,2,2019-09-24,2019-09-24,gr,e,2019-10-21,NA,2020-03-02
03beed16a8,69859655,2,2019-04-11,2019-04-11,sk,bl,2020-01-09,NA,2020-03-02
03c24326f4,215303971,2,2019-08-15,2019-08-15,NA,NA,2020-01-09,NA,2020-03-02
03c290c2d6,64382431,2,2018-12-10,2018-12-10,no,03,2019-10-21,NA,2020-03-02
03c2eac5ba,63001415,2,2018-11-19,2018-11-19,za,gt,2020-02-20,NA,2020-03-02
03c32e02a4,70879735,4,2019-05-08,2019-05-08,in,dl,2020-01-09,NA,2020-03-02
03c64c379a,69413339,2,2019-03-28,2019-03-28,sv,li,2019-10-21,NA,2020-03-02
03c9b33203,73240395,3,2019-06-08,2019-06-08,us,la,2019-10-21,NA,2020-03-02
03cae13d3d,66833135,2,2019-01-24,2019-01-24,NA,NA,2019-10-21,NA,2020-03-02
03d30076b6,309092195,2,2019-10-26,2019-10-26,tw,txg,2019-10-26,NA,2020-03-02
03d4322c83,69130483,2,2019-03-23,2019-03-23,jo,ir,2019-10-21,NA,2020-03-02
03dc226c73,311386355,2,2020-01-06,2020-01-06,NA,NA,2020-01-06,NA,2020-03-02
03dced2269,63055355,2,2018-11-19,2018-11-19,us,tx,2019-10-21,NA,2020-03-02
03e44e7e07,63235175,2,2018-11-20,2018-11-20,us,ca,2019-10-21,NA,2020-03-02
03e96f4e05,63056155,2,2018-11-19,2018-11-19,us,ma,2019-10-21,NA,2020-03-02
03f0cbc6d0,70783927,2,2018-09-21,2019-05-06,do,01,2020-01-09,NA,2020-03-02
03f5b5b15c,64695427,2,2018-12-13,2018-12-13,in,ka,2019-10-21,NA,2020-03-02
03fba290b8,316683904,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
03fe41991d,309023071,2,2019-10-24,2019-10-24,NA,NA,2019-10-24,NA,2020-03-02
040423e637,311986747,2,2020-02-13,2020-02-13,us,il,2020-02-13,NA,2020-03-02
0407220dc9,308247807,2,2019-09-21,2019-09-21,fr,idf,2019-10-21,NA,2020-03-02
04091021b0,316695804,3,2020-02-28,2020-02-28,NA,NA,2020-02-28,NA,2020-03-02
040c2c603e,309851231,2,2019-11-26,2019-11-26,us,nj,2020-02-20,NA,2020-03-02
040e932921,70775803,2,2018-11-04,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
0412a5360b,180714251,2,2019-08-08,2019-08-08,in,mh,2020-01-09,NA,2020-03-02
04144c3409,63052671,2,2018-11-19,2018-11-19,in,tg,2020-01-09,NA,2020-03-02
0417af1a15,67959631,2,2019-02-23,2019-02-23,sg,01,2020-01-22,NA,2020-03-02
041b719363,309592787,2,2019-11-12,2019-11-12,NA,NA,2019-11-12,NA,2020-03-02
042286eee1,309151895,2,2019-10-29,2019-10-29,in,wb,2020-02-20,NA,2020-03-02
0426af498f,95974247,2,2019-07-02,2019-07-02,co,ant,2020-02-20,NA,2020-03-02
0426e438a1,311377031,2,2020-01-04,2020-01-04,NA,NA,2020-01-04,NA,2020-03-02
0429b1f386,70780183,2,2018-07-18,2019-05-06,us,ny,2020-01-09,NA,2020-03-02
042aaba3ca,309798579,2,2019-11-21,2019-11-21,NA,NA,2020-01-09,NA,2020-03-02
042af7a24e,130901603,2,2019-07-23,2019-07-23,us,ks,2019-10-21,NA,2020-03-02
042b323736,307684491,2,2019-08-30,2019-08-30,jp,13,2020-01-09,NA,2020-03-02
042dceb378,70778683,2,2018-10-21,2019-05-06,sg,01,2020-01-09,NA,2020-03-02
042e8a5ec0,70771475,2,2018-09-18,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
043253a0d4,308341859,2,2019-09-25,2019-09-25,in,dl,2020-01-09,NA,2020-03-02
04349b97ee,62997503,2,2018-11-19,2018-11-19,bg,22,2019-10-21,NA,2020-03-02
0435de7bd2,65536127,2,2018-12-31,2018-12-31,NA,NA,2019-10-21,NA,2020-03-02
043959e9e3,311051759,2,2019-12-17,2019-12-17,NA,NA,2019-12-17,NA,2020-03-02
04397fe4e3,65459151,2,2018-12-27,2018-12-27,NA,NA,2019-10-21,NA,2020-03-02
043a584aab,130918943,2,2019-07-24,2019-07-24,NA,NA,2019-10-21,NA,2020-03-02
043b9c0140,62998027,2,2018-11-19,2018-11-19,in,ka,2019-10-21,NA,2020-03-02
043c323dec,312049160,2,2020-02-20,2020-02-20,NA,NA,2020-02-20,NA,2020-03-02
043cdc7c62,62997227,2,2018-11-19,2018-11-19,fr,idf,2019-10-21,NA,2020-03-02
043ddca413,311841319,2,2020-02-05,2020-02-05,NA,NA,2020-02-05,NA,2020-03-02
0443f7bcb1,62996487,2,2018-11-19,2018-11-19,at,7,2020-01-09,NA,2020-03-02
0444dfe671,311408263,2,2020-01-08,2020-01-08,us,ny,2020-02-26,NA,2020-03-02
04495486a7,62994947,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
044b3ca865,308270511,2,2019-09-23,2019-09-23,br,pr,2019-10-21,NA,2020-03-02
044ce6dc79,94842267,3,2019-06-17,2019-06-17,my,14,2020-02-20,NA,2020-03-02
044e275711,308825587,2,2019-10-14,2019-10-14,NA,NA,2019-10-21,NA,2020-03-02
044e75e772,308040395,2,2019-09-11,2019-09-11,NA,NA,2020-01-09,NA,2020-03-02
044eaeeccf,309798551,2,2019-11-21,2019-11-21,nl,nh,2020-01-09,NA,2020-03-02
0456657c33,190767223,2,2019-08-10,2019-08-10,it,na,2019-10-21,NA,2020-03-02
045743b458,310444187,2,2019-12-02,2019-12-02,us,ma,2019-12-02,NA,2020-03-02
0458c8cf34,63058655,2,2019-01-01,2019-05-06,us,ny,2020-01-09,NA,2020-03-02
045914f1ca,193773263,2,2019-08-11,2019-08-11,in,as,2019-10-21,NA,2020-03-02
045944ad76,70776531,2,2018-11-01,2019-05-06,il,m,2020-01-09,NA,2020-03-02
045bebbc28,70879979,2,2019-05-08,2019-05-08,us,ca,2020-01-09,NA,2020-03-02
045c6ff7e3,70783247,2,2018-11-19,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
045e8f00da,130918683,2,2019-07-24,2019-07-24,us,mo,2019-10-21,NA,2020-03-02
0461b69dd8,308366071,2,2019-09-27,2019-09-27,us,ca,2020-01-09,NA,2020-03-02
046411cff7,70879611,2,2019-05-08,2019-05-08,ec,p,2020-01-09,NA,2020-03-02
04669c2a0e,73225211,2,2019-06-07,2019-06-07,in,mh,2020-01-09,NA,2020-03-02
0466e726d3,311312915,2,2020-01-02,2020-01-02,us,pa,2020-01-02,NA,2020-03-02
04674a125c,67810543,2,2019-02-21,2019-02-21,uk,enf,2020-01-09,NA,2020-03-02
0467ffead8,308390587,2,2019-09-28,2019-09-28,us,ga,2020-01-09,NA,2020-03-02
046a2117cb,94909615,2,2019-06-19,2019-06-19,NA,NA,2019-10-21,NA,2020-03-02
046a486b8e,64000363,2,2018-12-03,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
046ad34ae1,65657535,2,2019-01-07,2019-01-07,us,in,2020-01-09,NA,2020-03-02
046d885554,70779303,2,2018-07-23,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
0475414ade,308656371,2,2019-10-07,2019-10-07,NA,NA,2019-10-21,NA,2020-03-02
0476e85ef7,67959639,2,2019-02-23,2019-02-23,it,no,2020-01-09,NA,2020-03-02
0477f7a55f,308673911,2,2019-10-07,2019-10-07,NA,NA,2019-10-21,NA,2020-03-02
047b57f4b9,185145767,2,2019-08-08,2019-08-08,us,dc,2019-10-21,NA,2020-03-02
047e858984,162945555,2,2019-08-03,2019-08-03,NA,NA,2019-10-21,NA,2020-03-02
0489ba745b,307965519,2,2019-09-06,2019-09-06,NA,NA,2019-10-21,NA,2020-03-02
048a8019e5,115809567,2,2019-07-17,2019-07-17,NA,NA,2020-01-09,NA,2020-03-02
048c05e6a5,311416947,2,2020-01-09,2020-01-09,NA,NA,2020-01-09,NA,2020-03-02
048c793fcf,308250127,2,2019-09-21,2019-09-21,us,ma,2020-01-09,NA,2020-03-02
048f964528,95518855,2,2019-07-02,2019-07-02,ca,on,2019-10-21,NA,2020-03-02
04910b1ad8,95263147,2,2019-07-01,2019-07-01,NA,NA,2019-10-21,NA,2020-03-02
049b689d5a,309478971,3,2019-11-07,2019-11-07,ch,ge,2020-01-09,NA,2020-03-02
04a3c1a5c3,151231147,2,2019-07-31,2019-07-31,NA,NA,2019-10-21,NA,2020-03-02
04a80b129c,73089019,2,2019-06-04,2019-06-04,NA,NA,2019-10-21,NA,2020-03-02
04a89f8b38,308793487,2,2019-10-11,2019-10-11,us,mn,2019-10-21,NA,2020-03-02
04b6d07532,70785063,2,2019-01-31,2019-05-06,in,tg,2020-01-09,NA,2020-03-02
04b72d5680,205613983,2,2019-08-13,2019-08-13,us,fl,2020-01-09,NA,2020-03-02
04bcaee1eb,308771471,2,2019-10-09,2019-10-09,NA,NA,2020-01-09,NA,2020-03-02
04c2430f8f,312023924,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
04c3fb0f13,309170999,2,2019-10-30,2019-10-30,nz,auk,2020-01-09,NA,2020-03-02
04c4e65739,63057843,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
04c8127374,62994379,2,2018-11-19,2018-11-19,us,tx,2019-10-21,NA,2020-03-02
04ca6b9980,70437839,2,2019-04-24,2019-04-24,NA,NA,2020-01-09,NA,2020-03-02
04cc6944e5,316690848,3,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
04cf8f7706,308248355,2,2019-09-21,2019-09-21,NA,NA,2019-10-21,NA,2020-03-02
04cfaf6f93,308686567,3,2019-10-08,2019-10-08,ca,on,2020-01-09,NA,2020-03-02
04d31723fb,70772515,2,2019-01-14,2019-05-06,mn,01,2020-01-09,NA,2020-03-02
04d58923b6,63054071,2,2018-11-19,2018-11-19,us,ny,2020-01-09,NA,2020-03-02
04d77b5f1e,312039608,2,2020-02-18,2020-02-18,NA,NA,2020-02-18,NA,2020-03-02
04db5c5ae3,308352555,4,2019-09-26,2019-09-26,us,ca,2020-01-09,NA,2020-03-02
04e62232e2,62994895,2,2018-11-19,2018-11-19,us,tx,2020-01-22,NA,2020-03-02
04ecf4e8eb,70772175,2,2018-09-12,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
04eda394db,70773567,2,2019-01-09,2019-05-06,nl,nb,2020-01-09,NA,2020-03-02
04ee8a8fe3,70780943,2,2018-07-14,2019-05-06,cy,02,2020-01-30,NA,2020-03-02
04f34742e6,71514079,2,2019-05-22,2019-05-22,NA,NA,2020-01-09,NA,2020-03-02
04f3da5a85,311257663,2,2019-12-27,2019-12-27,NA,NA,2019-12-27,NA,2020-03-02
04f8b1f679,309813703,2,2019-11-22,2019-11-22,in,dl,2019-11-22,NA,2020-03-02
04f8f3d2bd,311990851,2,2020-02-14,2020-02-14,pe,lma,2020-02-20,NA,2020-03-02
04fefa949c,62998959,2,2018-11-19,2018-11-19,in,ka,2019-10-21,NA,2020-03-02
0510c4a210,311096967,2,2019-12-18,2019-12-18,NA,NA,2020-01-09,NA,2020-03-02
0511e90dae,70775467,2,2018-11-04,2019-05-06,us,co,2020-01-09,NA,2020-03-02
051445bafd,70783115,2,2018-09-25,2019-05-06,uk,sry,2020-01-09,NA,2020-03-02
05184a87e4,311410943,2,2020-01-08,2020-01-08,NA,NA,2020-01-09,NA,2020-03-02
0519a358f7,62999091,2,2018-11-19,2018-11-19,in,tg,2020-01-09,NA,2020-03-02
051ce22efb,311051323,2,2019-12-17,2019-12-17,NA,NA,2019-12-17,NA,2020-03-02
05269f76a1,311763531,2,2020-01-31,2020-01-31,nl,zh,2020-01-31,NA,2020-03-02
0526c8c3a6,70779731,2,2018-10-13,2019-05-06,sk,zi,2020-01-09,NA,2020-03-02
052a5dae9f,308794823,2,2019-10-11,2019-10-11,tz,02,2020-01-09,NA,2020-03-02
052aedae8b,308771699,2,2019-10-09,2019-10-09,NA,NA,2020-01-09,NA,2020-03-02
052b917a0a,295045827,2,2019-08-27,2019-08-27,NA,NA,2019-10-21,NA,2020-03-02
052c154d6a,307672943,2,2019-08-29,2019-08-29,au,vic,2020-01-09,NA,2020-03-02
052c2c4a1f,70780715,2,2018-10-09,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
05310a274d,70880371,2,2019-05-08,2019-05-08,in,mh,2020-01-09,NA,2020-03-02
0532167789,70779627,2,2018-12-02,2019-05-06,us,il,2020-01-09,NA,2020-03-02
05355559cd,63055303,2,2018-11-19,2018-11-19,in,or,2020-01-09,NA,2020-03-02
053779048d,307672879,4,2019-08-29,2019-08-29,mx,cmx,2020-02-11,NA,2020-03-02
053893ffbc,62998311,2,2018-11-19,2018-11-19,us,il,2019-10-21,NA,2020-03-02
0539ade40c,311417691,2,2020-01-09,2020-01-09,NA,NA,2020-01-09,NA,2020-03-02
053c8de279,309024623,2,2019-10-24,2019-10-24,NA,NA,2020-01-09,NA,2020-03-02
053d3ba0db,215901235,2,2019-08-15,2019-08-15,NA,NA,2019-10-21,NA,2020-03-02
053e5210ec,130913223,2,2019-07-24,2019-07-24,es,b,2019-10-21,NA,2020-03-02
053fa7f03b,70781479,2,2019-02-22,2019-05-06,us,nj,2020-01-09,NA,2020-03-02
054188acd9,69863107,2,2019-04-11,2019-04-11,us,ny,2020-01-09,NA,2020-03-02
0541fb5172,312024212,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
05426921e5,309149379,2,2019-10-29,2019-10-29,NA,NA,2020-01-09,NA,2020-03-02
0545e46f27,311852491,2,2020-02-05,2020-02-05,in,ka,2020-02-05,NA,2020-03-02
054797f0d0,70778823,2,2018-10-19,2019-05-06,us,tx,2020-01-09,NA,2020-03-02
0548d2c711,62999819,2,2018-11-19,2018-11-19,ca,on,2019-10-21,NA,2020-03-02
054edfdb31,312024884,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
0551706541,67142103,2,2019-02-04,2019-02-04,ng,la,2019-10-21,NA,2020-03-02
0551c07ef5,308696935,2,2019-10-08,2019-10-08,us,ny,2020-01-09,NA,2020-03-02
05579fdd93,311852267,3,2020-02-05,2020-02-05,in,mh,2020-02-05,NA,2020-03-02
055a080ab9,308772023,2,2019-10-09,2019-10-09,in,tg,2020-01-10,NA,2020-03-02
055bc6169d,308043419,2,2019-09-12,2019-09-12,in,tg,2020-01-09,NA,2020-03-02
05684146cc,62995191,2,2018-11-19,2018-11-19,in,tn,2019-10-21,NA,2020-03-02
0568a7baf2,70176919,2,2019-04-18,2019-04-18,ae,du,2020-01-09,NA,2020-03-02
05698a78f4,70785083,2,2019-01-31,2019-05-06,es,ab,2020-01-09,NA,2020-03-02
056aaeb5ed,63058239,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
057042962a,133561435,2,2019-07-26,2019-07-26,NA,NA,2019-10-21,NA,2020-03-02
0570d23ffb,65527939,2,2018-12-30,2018-12-30,NA,NA,2019-10-21,NA,2020-03-02
0575f0aba2,73203159,2,2019-06-06,2019-06-06,ca,qc,2020-01-09,NA,2020-03-02
0578b242ad,62998203,2,2018-11-19,2018-11-19,uk,dev,2019-10-21,NA,2020-03-02
057a9aaaeb,63057487,2,2018-11-19,2018-11-19,us,ca,2020-01-09,NA,2020-03-02
057d4c27b9,312024684,1,2020-02-17,2020-02-17,NA,NA,2020-02-28,NA,2020-03-02
0581a9c83c,63001407,2,2018-11-19,2018-11-19,no,NA,2019-10-21,NA,2020-03-02
058bab0af2,62999555,2,2018-11-19,2018-11-19,mm,06,2019-10-21,NA,2020-03-02
058ce8d384,62994439,2,2018-11-19,2018-11-19,be,vbr,2019-10-21,NA,2020-03-02
058f1e4884,68150303,2,2019-02-27,2019-02-27,NA,NA,2020-01-09,NA,2020-03-02
058f39bd8d,242256971,2,2019-08-20,2019-08-20,uk,edh,2020-01-09,NA,2020-03-02
0594c6e99e,70955291,2,2019-05-10,2019-05-10,NA,NA,2020-01-09,NA,2020-03-02
059548d5b6,63235195,2,2018-11-20,2018-11-20,NA,NA,2019-10-21,NA,2020-03-02
059629aa5b,309149943,2,2019-10-29,2019-10-29,NA,NA,2020-01-09,NA,2020-03-02
059806cf14,67207227,2,2019-02-06,2019-02-06,us,ny,2019-10-21,NA,2020-03-02
059822e004,309140923,2,2019-10-29,2019-10-29,in,wb,2020-02-20,NA,2020-03-02
0599142212,63057943,2,2018-11-19,2018-11-19,in,tn,2019-10-21,NA,2020-03-02
059f6b86e8,68149851,2,2019-02-27,2019-02-27,us,ny,2020-01-09,NA,2020-03-02
05a2b28393,311851383,3,2020-02-05,2020-02-05,ci,ab,2020-02-05,NA,2020-03-02
05a33bd655,311383843,2,2020-01-06,2020-01-06,us,il,2020-01-22,NA,2020-03-02
05a7114149,62998463,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
05a763b2bd,70880155,3,2019-05-08,2019-05-08,ru,mow,2020-01-09,NA,2020-03-02
05a77964f1,63059575,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
05a7915a98,68042419,2,2019-05-07,2019-05-07,in,ka,2020-01-09,NA,2020-03-02
05a9da7302,311682203,2,2020-01-26,2020-01-26,mm,06,2020-01-26,NA,2020-03-02
05aa00e4a2,309478927,2,2019-11-07,2019-11-07,NA,NA,2020-01-09,NA,2020-03-02
05acf59b28,68150187,2,2019-02-27,2019-02-27,NA,NA,2020-01-09,NA,2020-03-02
05b467dac9,70772983,2,2018-11-06,2019-05-06,in,tn,2020-01-09,NA,2020-03-02
05b4a58726,310820923,2,2019-12-09,2019-12-09,NA,NA,2019-12-09,NA,2020-03-02
05b4d1ab3f,70784147,2,2019-02-12,2019-05-06,eg,alx,2020-01-09,NA,2020-03-02
05b6a08069,309559043,2,2019-11-09,2019-11-09,NA,NA,2019-11-09,NA,2020-03-02
05bc5a17ef,308967571,2,2019-10-22,2019-10-22,NA,NA,2019-10-22,NA,2020-03-02
05bec15e67,308154463,2,2019-09-15,2019-09-15,NA,NA,2019-10-21,NA,2020-03-02
05c748198f,62995331,2,2018-12-04,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
05cd7afeed,70774243,2,2019-01-07,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
05d0c2c983,308848231,2,2019-10-15,2019-10-15,NA,NA,2019-10-21,NA,2020-03-02
05d160238b,70772063,2,2018-09-12,2019-05-06,us,ar,2020-01-09,NA,2020-03-02
05d4e650a7,307672247,2,2019-08-29,2019-08-29,us,ca,2020-01-09,NA,2020-03-02
05d6b52522,70774539,2,2018-08-24,2019-05-06,in,tn,2020-01-09,NA,2020-03-02
05dd4d28d1,70780991,2,2018-07-13,2019-05-06,us,ca,2020-01-09,NA,2020-03-02
05dd4ecda2,140319307,2,2019-07-28,2019-07-28,it,bs,2020-01-09,NA,2020-03-02
05df8afab8,307672551,2,2019-08-29,2019-08-29,us,fl,2020-01-09,NA,2020-03-02
05dfa94c66,71522307,2,2019-05-23,2019-05-23,NA,NA,2019-10-21,NA,2020-03-02
05e07c08c6,63059635,2,2018-11-19,2018-11-19,us,ca,2019-10-21,NA,2020-03-02
05e4f17dc8,63000019,2,2018-11-19,2018-11-19,uk,cmd,2019-10-21,NA,2020-03-02
05e69b9af3,308692435,2,2019-10-08,2019-10-08,co,ant,2019-10-21,NA,2020-03-02
05eaa554e0,68628223,2,2019-03-13,2019-03-13,NA,NA,2020-01-09,NA,2020-03-02
05effdb1c2,73171075,2,2019-06-05,2019-06-05,NA,NA,2020-01-09,NA,2020-03-02
05f0ed72a6,70879383,2,2019-05-08,2019-05-08,de,bw,2020-01-22,NA,2020-03-02
05f61075dc,62995735,2,2018-11-19,2018-11-19,us,ca,2019-10-21,NA,2020-03-02
05f691f8fc,309025231,2,2019-10-24,2019-10-24,us,ny,2020-01-09,NA,2020-03-02
05f7cc98a0,69902171,2,2019-04-14,2019-04-14,sa,01,2020-01-09,NA,2020-03-02
